,Incidente,Fecha Autorización,Solicitante,Permiso,Producto,Categoría,CIF $,Kg. Netos,Aduana,País procedencia,País origen,Otra fuente de origen
466,6477,2014-09-06,beryllium-aspen-colorado-fish,144576,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
467,6478,2014-09-06,beryllium-aspen-colorado-fish,144588,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
468,6479,2014-09-06,beryllium-aspen-colorado-fish,144575,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
469,6481,2014-09-06,beryllium-aspen-colorado-fish,144583,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
470,6483,2014-09-06,beryllium-aspen-colorado-fish,144574,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
471,6484,2014-09-06,beryllium-aspen-colorado-fish,144582,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
472,6506,2014-09-06,helium-stream-edward-helium,144589,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
473,6535,2014-09-06,vegan-harry-three-video,144591,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
474,6576,2014-10-06,lion-paris-snake-floor,144605,MIGA DE ARROZ,MATERIA PRIMA PARA ALIMENTOS,14026.5,30618.0,EL FLORIDO,HONDURAS,HONDURAS,
475,6605,2014-10-06,robert-vermont-one-robert,144609,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
476,6614,2014-10-06,island-fish-chicken-purple,144613,HARINA DE TRIGO,HARINA DE TRIGO,18025.0,31703.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
477,6590,2014-10-06,sodium-pasta-glucose-mexico,144607,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,50.0,544311.0,MELCHOR DE MENCOS,BELICE,BELICE,
478,6789,2014-11-06,robert-vermont-one-robert,144681,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
479,6798,2014-11-06,oven-mexico-kilo-artist,144682,HARINA DE TRIGO,HARINA DE TRIGO,26224.0,399168.0,PUERTO QUETZAL,MEXICO,MEXICO,
480,6799,2014-11-06,helium-jupiter-april-comet,144683,HARINA DE TRIGO,HARINA DE TRIGO,11300.0,22680.0,TECUN UMAN,MEXICO,MEXICO,
481,6758,2014-11-06,vegan-harry-three-video,144671,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
482,6760,2014-11-06,vegan-harry-three-video,144670,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
483,6768,2014-11-06,september-red-hamper-ten,144676,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1440019.26,5610000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA
484,6804,2014-11-06,blue-alanine-aspen-ink,144690,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1988950.81,7683500.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
485,6586,2014-11-06,zebra-missouri-arkansas-island,144668,HARINA DE TRIGO,HARINA DE TRIGO,81950.0,151800.0,TECUN UMAN,MEXICO,MEXICO,
486,6854,2014-12-06,kentucky-stream-crazy-winner,144710,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
487,6866,2014-12-06,lion-paris-snake-floor,144713,ARROZ ESCALDADO,ARROZ,25200.0,31703.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
488,6867,2014-12-06,robert-vermont-one-robert,144764,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
489,6868,2014-12-06,robert-vermont-one-robert,144762,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
490,6877,2014-12-06,vegan-harry-three-video,144712,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
491,6887,2014-12-06,beryllium-aspen-colorado-fish,144740,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
492,6888,2014-12-06,beryllium-aspen-colorado-fish,144735,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
493,6889,2014-12-06,beryllium-aspen-colorado-fish,144741,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
494,6890,2014-12-06,beryllium-aspen-colorado-fish,144734,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
495,6891,2014-12-06,beryllium-aspen-colorado-fish,144759,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
496,6892,2014-12-06,beryllium-aspen-colorado-fish,144760,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
497,6893,2014-12-06,beryllium-aspen-colorado-fish,144733,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
498,6894,2014-12-06,beryllium-aspen-colorado-fish,144742,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
499,6895,2014-12-06,beryllium-aspen-colorado-fish,144728,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
500,6896,2014-12-06,beryllium-aspen-colorado-fish,144743,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
501,6897,2014-12-06,beryllium-aspen-colorado-fish,144729,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
502,6898,2014-12-06,beryllium-aspen-colorado-fish,144744,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
503,6899,2014-12-06,beryllium-aspen-colorado-fish,144730,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
504,6900,2014-12-06,beryllium-aspen-colorado-fish,144745,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
505,6901,2014-12-06,beryllium-aspen-colorado-fish,144746,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
506,6902,2014-12-06,beryllium-aspen-colorado-fish,144747,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
507,6903,2014-12-06,beryllium-aspen-colorado-fish,144731,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
508,6904,2014-12-06,beryllium-aspen-colorado-fish,144748,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
509,6905,2014-12-06,beryllium-aspen-colorado-fish,144749,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
510,6906,2014-12-06,beryllium-aspen-colorado-fish,144732,SEMOLA DE TRIGO,SEMOLA DE TRIGO,12094.8,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
511,6912,2014-12-06,blossom-wyoming-lithium-stairway,144758,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
512,6913,2014-12-06,blossom-wyoming-lithium-stairway,144757,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
513,6971,2014-12-06,vegan-harry-three-video,144765,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,1157.68,1573982.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
514,6973,2014-12-06,vegan-harry-three-video,144769,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,106768.0,1369863.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
515,6974,2014-12-06,vegan-harry-three-video,144766,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
516,6975,2014-12-06,vegan-harry-three-video,144770,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,1001.68,121925.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
517,7036,2014-06-13,wisconsin-utah-fillet-jersey,144790,ARROZ GRANZA,ARROZ,136909.79,328000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
518,7037,2014-06-13,wisconsin-utah-fillet-jersey,144788,ARROZ GRANZA,ARROZ,210055.5,500000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA
519,7038,2014-06-13,neptune-blossom-thirteen-alabama,144789,ARROZ GRANZA,ARROZ,41853.0,100000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
520,7040,2014-06-13,neptune-blossom-thirteen-alabama,144796,ARROZ GRANZA,ARROZ,41853.0,100000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
521,7041,2014-06-13,neptune-blossom-thirteen-alabama,144793,ARROZ GRANZA,ARROZ,41853.0,100000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,
522,7042,2014-06-13,neptune-blossom-thirteen-alabama,144794,ARROZ GRANZA,ARROZ,54948.81,131290.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
523,7043,2014-06-13,neptune-blossom-thirteen-alabama,144795,ARROZ GRANZA,ARROZ,41853.0,100000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
524,7044,2014-06-13,island-fish-chicken-purple,144779,HARINA DE TRIGO,HARINA DE TRIGO,7800.0,13587.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
525,7049,2014-06-13,robert-vermont-one-robert,144783,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
526,7078,2014-06-13,skylark-oxygen-oxygen-cola,144798,HARINA DE TRIGO,HARINA DE TRIGO,67777.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
527,7079,2014-06-13,beryllium-maryland-fourteen-asparagus,144799,HARINA DE TRIGO,HARINA DE TRIGO,15150.0,23000.0,TECUN UMAN,MEXICO,MEXICO,
528,7159,2014-06-16,zebra-missouri-arkansas-island,144834,HARINA DE TRIGO,HARINA DE TRIGO,79750.0,151800.0,TECUN UMAN,MEXICO,MEXICO,
529,7178,2014-06-16,blossom-wyoming-lithium-stairway,144830,CASCARRILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
530,7179,2014-06-16,blossom-wyoming-lithium-stairway,144829,CASCARRILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
531,7190,2014-06-16,tennessee-beryllium-lactose-bluebird,144833,HARINA DE TRIGO,HARINA DE TRIGO,46800.0,81522.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
532,7191,2014-06-16,tennessee-beryllium-lactose-bluebird,144832,HARINA DE TRIGO,HARINA DE TRIGO,46800.0,81522.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
533,7192,2014-06-16,tennessee-beryllium-lactose-bluebird,144831,HARINA DE TRIGO,HARINA DE TRIGO,46800.0,81522.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
534,7200,2014-06-16,river-speaker-tennessee-november,144839,HARINA DE TRIGO,HARINA DE TRIGO,32200.0,54348.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
535,7201,2014-06-16,river-speaker-tennessee-november,144840,HARINA DE TRIGO,HARINA DE TRIGO,48300.0,81522.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
536,7215,2014-06-16,blossom-wyoming-lithium-stairway,144847,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
537,7220,2014-06-16,vegan-harry-three-video,144852,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
538,7221,2014-06-16,vegan-harry-three-video,144853,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
539,7223,2014-06-16,vegan-harry-three-video,144855,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
540,7230,2014-06-16,vegan-harry-three-video,144851,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
541,7233,2014-06-16,vegan-harry-three-video,144850,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
542,7246,2014-06-16,black-cola-helium-alanine,144867,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
543,7247,2014-06-16,black-cola-helium-alanine,144868,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
544,7248,2014-06-16,black-cola-helium-alanine,144869,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
545,7249,2014-06-16,black-cola-helium-alanine,144865,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
546,7250,2014-06-16,black-cola-helium-alanine,144866,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
547,7251,2014-06-16,black-cola-helium-alanine,144864,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
548,7252,2014-06-16,south-sad-seven-ohio,144863,HARINA DE TRIGO,HARINA DE TRIGO,67364.07,151800.0,TECUN UMAN,MEXICO,MEXICO,
549,7337,2014-06-17,sodium-pasta-glucose-mexico,144878,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,50.0,544311.0,MELCHOR DE MENCOS,BELICE,BELICE,
550,7333,2014-06-17,lake-video-table-india,144897,ARROZ GRANZA,ARROZ,43312.5,105000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
551,7334,2014-06-17,jersey-fourteen-winter-mockingbird,144915,ARROZ GRANZA,ARROZ,111384.0,273000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
552,7283,2014-06-17,blossom-wyoming-lithium-stairway,144876,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
553,7286,2014-06-17,william-fruit-sixteen-delta,144875,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,13840.2,54000.0,MELCHOR DE MENCOS,BELICE,BELICE,
554,7398,2014-06-17,blossom-wyoming-lithium-stairway,144903,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
555,7440,2014-06-18,kentucky-stream-crazy-winner,144919,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
556,7378,2014-06-18,zebra-missouri-arkansas-island,144912,HARINA DE TRIGO,HARINA DE TRIGO,79750.0,151800.0,TECUN UMAN,MEXICO,MEXICO,
557,7396,2014-06-18,robert-vermont-one-robert,144896,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
558,7602,2014-06-19,leopard-alabama-mountain-island,144989,AFRECHO DE TRIGO,MAIZ PARA ELAB DE CONCENTRADOS,6660.0,27174.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
559,7604,2014-06-19,river-speaker-tennessee-november,144990,HARINA DE TRIGO,HARINAS,48300.0,81522.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
560,7561,2014-06-19,blossom-wyoming-lithium-stairway,144964,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
561,7562,2014-06-19,blossom-wyoming-lithium-stairway,144980,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
562,7563,2014-06-19,blossom-wyoming-lithium-stairway,144967,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
563,7564,2014-06-19,blossom-wyoming-lithium-stairway,144966,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
564,7565,2014-06-19,blossom-wyoming-lithium-stairway,144965,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
565,7566,2014-06-19,blossom-wyoming-lithium-stairway,144960,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
566,7569,2014-06-19,vegan-harry-three-video,144970,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
567,7570,2014-06-19,vegan-harry-three-video,144971,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
568,7654,2014-06-20,black-cola-helium-alanine,145004,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
569,7655,2014-06-20,black-cola-helium-alanine,145005,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
570,7656,2014-06-20,black-cola-helium-alanine,145006,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
571,7657,2014-06-20,black-cola-helium-alanine,145007,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
572,7658,2014-06-20,robert-vermont-one-robert,145003,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
573,7718,2014-06-20,blossom-wyoming-lithium-stairway,145011,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
574,7742,2014-06-20,michigan-mirror-network-connecticut,145018,AFRECHO DE TRIGO,MATERIA PRIMA PARA CONCENTRADOS,6660.0,27174.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
575,7644,2014-06-20,helium-jupiter-april-comet,144996,HARINA DE TRIGO,HARINA DE TRIGO,65368.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
576,7645,2014-06-20,skylark-oxygen-oxygen-cola,144995,HARINA DE TRIGO,HARINA DE TRIGO,66692.5,130818.0,TECUN UMAN,MEXICO,MEXICO,
577,7646,2014-06-20,helium-jupiter-april-comet,144994,HARINA DE TRIGO,HARINA DE TRIGO,11300.0,22680.0,TECUN UMAN,MEXICO,MEXICO,
578,7804,2014-06-20,vegan-harry-three-video,145040,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
579,7805,2014-06-20,vegan-harry-three-video,145041,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
580,7806,2014-06-20,vegan-harry-three-video,145042,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
581,7807,2014-06-20,kentucky-stream-crazy-winner,145047,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
582,7816,2014-06-20,september-red-hamper-ten,145065,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1145579.6,4840000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ESTADO DE LOUISIANA.
583,7640,2014-06-20,vegan-harry-three-video,144999,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
584,7605,2014-06-20,river-speaker-tennessee-november,144991,HARINA DE TRIGO,HARINA DE TRIGO,32200.0,54348.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
585,7603,2014-06-20,victor-eighteen-kilo-ohio,145008,HARINA DE TRIGO,HARINA DE TRIGO,15900.0,27174.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
586,7601,2014-06-20,island-fish-chicken-purple,145009,AFRECHO DE TRIGO,MATERIA PRIMA PARA CONCENTRADOS,7000.0,31703.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
587,7222,2014-06-20,vegan-harry-three-video,144854,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
588,7839,2014-06-23,island-earth-july-quebec,145076,GRAÑONES DE MAIZ (MAIZ AMARILLO SIN GERMEN),MAIZ PARA ELAB DE CONCENTRADOS,15325.5,19278.0,PUERTO BARRIOS,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE ILLINOIS
589,7840,2014-06-23,island-earth-july-quebec,145077,GRAÑONES DE MAIZ (MAIZ AMARILLO SIN GERMEN),MAIZ PARA ELAB DE CONCENTRADOS,15325.5,19278.0,PUERTO BARRIOS,ESTADOS UNIDOS,ESTADOS UNIDOS,
590,7850,2014-06-23,floor-two-dakota-speaker,145080,HARINA DE TRIGO,HARINA DE TRIGO,69937.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
591,7852,2014-06-23,echo-fillet-red-november,145082,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,16698.0,69000.0,MELCHOR DE MENCOS,BELICE,BELICE,
592,7853,2014-06-23,echo-fillet-red-november,145083,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,16698.0,69000.0,MELCHOR DE MENCOS,BELICE,BELICE,
593,7854,2014-06-23,echo-fillet-red-november,145081,MAIZ AMARILLO A GRANEL,MAIZ PARA ELAB DE CONCENTRADOS,16698.0,69000.0,MELCHOR DE MENCOS,BELICE,BELICE,
594,7856,2014-06-23,blossom-wyoming-lithium-stairway,145079,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
595,7857,2014-06-23,blossom-wyoming-lithium-stairway,145078,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
596,7858,2014-06-23,cardinal-jig-apart-carpet,145090,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,750.0,18000.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
597,7859,2014-06-23,cardinal-jig-apart-carpet,145091,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,750.0,18000.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
598,7862,2014-06-23,vegan-harry-three-video,145084,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
599,7863,2014-06-23,vegan-harry-three-video,145085,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
600,7864,2014-06-23,vegan-harry-three-video,145086,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
601,7865,2014-06-23,vegan-harry-three-video,145087,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
602,7866,2014-06-23,vegan-harry-three-video,145088,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
